activity,address,mail,name,phone,website
ANIMAL HUSBANDRY, BP. 53 ANTANANARIVO   ,tecno@moov.mg,TECHNOFARM,(+261) 202 24 44 09 (+261) 202 24 44 20,
ANIMAL HUSBANDRY, AVARATSENA ANTSIRABE   ,unoh@moov.mg,UNOH,(+261) 204 40 50 28 (+261) 204 44 83 13,
"AGRICULTURAL, EQUIPMENTS & PRODUCTS", LOT 31 PARCELLE 120 MANGA MAHAJANGA   ,madacompost@moov.mg,MADACOMPOST,(+261) 20 62 248 11,
"AGRICULTURAL, EQUIPMENTS & PRODUCTS", BP. 1516 ANTANANARIVO    ,mater@materauto.com,MATERAUTO,(+261) 20 22 233 39 (+261) 20 22 337 29,
"AGRICULTURAL, EQUIPMENTS & PRODUCTS", RTE IVOLOINA TAMATAVE   ,samyvon@moov.mg,RUBIS EXPORT,(+261) 205 33 25 06 (+261) 205 33 25 06,www.materauto.mg    
"AGRICULTURAL, EQUIPMENTS & PRODUCTS", BP. 74 TOAMASINA   ,,SAM SOM MIOCK & FILS,(+261) 205 33 38 10 (+261) 205 33 36 74,
"AGRICULTURAL, EQUIPMENTS & PRODUCTS", BP. 44 ANTANANARIVO    ,sicam@sicam.mg,SICAM,(+261) 202 23 25 24 (+261) 202 23 36 73,
"AGRICULTURAL, EQUIPMENTS & PRODUCTS", BP. 78 ANTANANARIVO   ,holiarisoa@moov.mg,SIMAPOCH,(+261) 202 24 49 21 (+261) 202 24 52 70,www.sicam.mg    
"AGRICULTURAL, EQUIPMENTS & PRODUCTS", RTE STADE ALAROBIA ANTANANARIVO   ,sodima@moov.mg,SODIMA,(+261) 20 22 438 60 (+261) 20 22 438 60,
"AGRICULTURAL, EQUIPMENTS & PRODUCTS", BP. 4297 ANTANANARIVO   ,suntesis@moov.mg,SUNTHESIS,(+261) 202 24 53 41 (+261) 202 24 52 73,
"AGRICULTURAL, EQUIPMENTS & PRODUCTS", BP. 8211 ANTANANARIVO   ,ingenierie@systec.mg,SYSTEC,(+261) 202 24 20 65 (+261) 202 24 34 85,
"AGRICULTURAL, EQUIPMENTS & PRODUCTS", ANTSIRABE   ,fertpsca@moov.mg,TANTSAHA MIHARY,(+261) 204 45 85 35 (+261) 204 44 37 34,
"TOURIST AGENCIES, CENTERS OF INFORMATION", BEHORIRIKA ANTANANARIVO    ,guidemada@yahoo.fr,GUIDEMADA,(+261) 33 40 125 63,
O.N.G & INTERNATIONAL ORGANIZATIONS, IVANDRY ANTANANARIVO   ,,CORPS DE LA PAIX,(+261) 202 24 38 20,
O.N.G & INTERNATIONAL ORGANIZATIONS, RUE RAVOAHANGY ANTANANARIVO   ,,DIALYSE SANS FRONTIERE,(+261) 202 23 02 80,
O.N.G & INTERNATIONAL ORGANIZATIONS, AMPEFILOHA ANTANANARIVO   ,,EDUCATIF MALGACHE,(+261) 202 23 35 85 (+261) 202 23 35 85,www.formaprod-madagascar.mg    
O.N.G & INTERNATIONAL ORGANIZATIONS," 44, RUE RAINANDRIAMAMPANDRY ANTANANARIVO   ",,ENDA,(+261) 202 26 14 74,
TOURIST AGENCIES, BP. 7758 ANTANANARIVO    ,contact@airfortservices.com,AIR FORT SERVICES,(+261) 20 22 365 37 (+261) 20 22 365 37,
TOURIST AGENCIES, MANANJARA EST ANTANANARIVO   ,aloes@moov.mg,ALOES TRAVEL TOURS,(+261) 202 23 70 28 (+261) 202 23 70 28,www.airfortservices.com    
TOURIST AGENCIES, 554 AVE DES PERRUCHES FLIC EN FLAC    ,evanalfieleo@gmail.com,ALPHA VILLA,(+261) 54 77 00 00 (+261) 54 77 00 00,
TOURIST AGENCIES, IMMEUBLE IRRESISTIBLE BEHORIRIKA ANTANANARIVO 101    ,amadatours2017@gmail.com,AMADA TOURS,(+261) 34 17 516 09,
TOURIST AGENCIES, BP. 5035 ANTANANARIVO   ,arics@moov.mg,ARICS,(+261) 202 23 60 16 (+261) 202 23 60 15,www.alphavilla.co.uk    
TOURIST AGENCIES," ANTSAMBILO, IVATO, AEROPORT ANTANANARIVO   ",aviation.ops@assistgroup.mg,ASSIST AVIATION,(+261) 34 07 187 30 (+261) 20 24 106 11,
TOURIST AGENCIES, TOAMASINA   ,l.aziza@netcourrier.com,AU FIL DE L'EAU,(+261) 03 20 70 08 66,https://amazingmadagascartours.com    
TOURIST AGENCIES, ISORAKA 101 ANTANANARIVO    ,axius@axiusmada.com,AXIUS TOURISMA MADAGASCAR,(+261) 202 45 40 48,
TOURIST AGENCIES, GALERIE ZOOM ANTANANARIVO    ,azimute@moov.mg,AZIMUTE VOYAGES,(+261) 202 22 58 93 (+261) 202 23 18 46,
TOURIST AGENCIES, LOT 62 MANDRIAMBERO TALATAMATY ANTANANARIVO    ,contact@bike-in-mada.mg,BIKE IN MADA,(+261) 32 58 610 71,
SHOPS, LOT IVE 19 TSIAZOTAFO BEHORIRIKA ANTANANARIVO   ,amazingboutik@gmail.com,AMAZING,(+261) 34 85 193 11,
SHOPS, AEROPORT IVATO ANTANANARIVO   ,,BOUTIQUES DUTY FREEE,(+261) 20 22 693 24,
SHOPS, BP. 12003 ANTANANARIVO   ,,CITY SPORT,(+261) 202 23 19 29 (+261) 202 23 65 47,www.ivahona.com    
SHOPS," GARE SOARANO, AVE INDEPENDANCE ANTANANARIVO    ",info@ivahona.com,IVAHONA,(+261) 32 05 090 02,
SHOPS, GALERIE ZOOM ANTANANARIVO   ,hpmada@moov.mg,LES ACACIAS,(+261) 202 23 65 04 (+261) 202 26 64 87,
SHOPS, ANOSIPATRANA ANTANANARIVO   ,luciennemariage@hotmail.com,LUCIENNE MARIAGE,(+261) 202 23 19 93,
TRAVEL AGENCIES, LOT VO 4 BIS AA MANDRARIVO ANTANANARIVO    ,circuitsmadagascar@gmail.com,VOYAGES CIRCUITS MADAGASCAR,(+261) 34 36 606 23,
SHOPS, BETONGOLO ANTANANARIVO    ,bonjour@miaboutiquemg.com,MIA BOUTIQUE MADAGASCAR,(+261) 034 46 293 10,www.miaboutiquemg.com    
SHOPS, RTE HYDROCARBURES ANTANANARIVO   ,neronsport@simicro.mg,NERON SPORT,(+261) 202 22 18 49 (+261) 202 23 01 31,
SHOPS, LOT II N 25 RTE CIRCULAIRE ANTSAKAVIRO ANTANANARIVO    ,outsizewear1@blueline.mg,OUTSIZE WEAR,(+261) 020 24 532 33,
SHOPS, AMPEFILOHA ANTANANARIVO   ,,PRINCESSE D'UN JOUR,(+261) 03 20 71 88 88,http://outsizewearunltd.tumblr.com    
TOURISM, LOT II K 60 ANTSAHABE ANTANANARIVO    ,info@bestofmada.com,BEST MADA TOUR,(+261) 34 04 554 81,
TEAROOMS & ICE CREAM MAKER," 15, AVE INDEPENDANCE ANTANANARIVO   ",,BLANCHE NEIGE,(+261) 202 22 06 59,
TEAROOMS & ICE CREAM MAKER, NOSY BE   ,,BON BAZAR OASIS,(+261) 208 66 11 78 (+261) 208 66 11 79,
TEAROOMS & ICE CREAM MAKER, BLD LIBERATION TOAMASINA   ,,BRUNO GLACIER,(+261) 205 33 33 78,www.hotel-glacier.com    
SHOPPING CENTRES, AMPASAMPITO ANTANANARIVO    ,contact@insidesarl.com,INSIDE,(+261) 344 55 48 20,
SHOPPING CENTRES, IVANDRY ANTANANARIVO    ,caroline.lacity@groupe-smtp.com,LA CITY,(+261) 34 25 324 63,www.full.mg    
SHOPPING CENTRES, ZONE ZAPA TANAWATERFRONT ANTSIRANANA   ,rasoarimangavolahaingonanahary@yahoo.fr,SHOPRITE,(+261) 340 14 99 85,
SHOPPING CENTRES, II K 1 IMMEUBLE IMANGA KELY AMBOHIJATOVO AVARATRA ANTANANARIVO    ,mwinkishop@yahoo.fr,WINKISHOP,(+261) 34 28 050 66,www.lacity.mg    
FOOD-PROCESSING INDUSTRY, BP. 3877 101 ANTANANARIVO   ,tiko@moov.mg,TIKO,(+261) 202 24 68 43 (+261) 202 24 67 77,
SERVICES TO THE INDIVIDUALS & TO SOCIETIES," LOT PRES II M 34 ANDROHIBE, RUE RABESANDRETANA 101 ANTANANARIVO    ",support@annuaire.mg,ANNUAIRE MADAGASCAR,(+261) 34 05 223 65,
SERVICES TO THE INDIVIDUALS & TO SOCIETIES, LOT PRES II Y 26 AMPASANIMALO AVARATRA ANTANIMORA ANTANANARIVO    ,contact@arictic.com,ARICTIC,(+261) 20 22 468 51,https://annuaire.mg    
SERVICES TO THE INDIVIDUALS & TO SOCIETIES," LOT IPA 212 BIS ANOSIMASINA ITAOSY, 1ER ETAGE ANTANANARIVO   ",backuptoyou@gmail.com,BACK UP AGENCY,(+261) 033 64 928 45,
SERVICES TO THE INDIVIDUALS & TO SOCIETIES," CABINET N° 6, RUE DE RUSSIE ISORAKA ANTANANARIVO    ",ramambazafyralainonyjacquesgo@yahoo.com,CABINET DE PSYCHOLOGIE APPLIQUEE,(+261) 32 02 282 19,www.arictic.com    
SERVICES TO THE INDIVIDUALS & TO SOCIETIES, LOT VD 33 TER AMBANIDIA ANTANANARIVO    ,infos@creamada.com,CREAMADA,(+261) 34 95 170 25,
SERVICES TO THE INDIVIDUALS & TO SOCIETIES, ANALAMAHITSY TANANA ANTANANARIVO    ,contact@eventslab.mg,EVENTS LAB,(+261) 32 22 920 88,
SERVICES TO THE INDIVIDUALS & TO SOCIETIES, ANKADINDRAVOLA IVATO ANTANANARIVO   ,gaautomation@yahoo.fr,GA AUTOMATION,(+261) 32 28 597 87,www.cabint-de-psychologie-appliquee-87.webself.net    
SERVICES TO THE INDIVIDUALS & TO SOCIETIES, MANJAKARAY ANTANANARIVO   ,maxicleanmada@gmail.com,MAXI CLEAN MADAGASCAR,(+261) 34 984 64,
SERVICES TO THE INDIVIDUALS & TO SOCIETIES, ANKORONDRANO ANTANANARIVO    ,contact@metisscreation.com,METISS CREATION,(+261) 32 79 536 43,www.creamada.com    
SERVICES TO THE INDIVIDUALS & TO SOCIETIES," VR 57 TER, VILLA TSARARIVOTRA III, RTE DE MAHAZOARIVO ANTANANARIVO    ",info@point-p0.com,POINT ZERO,(+261) 020 26 405 78,
RESTAURANTS & BARS, BETONGOLO ANTANANARIVO   ,,BAR LA PLAGE,(+261) 202 25 96 47,
RESTAURANTS & BARS, 501 SALAZAMAY SUD TAMATAVE    ,ppche@hotmail.fr,BRAZIL CAFE,(+261) 34 96 912 12,http://facebook.com/pascal.chevalier46    
RESTAURANTS & BARS, PK O GARE DE SOARANO ANTANANARIVO    ,info@cafetana.com,GAFE DE LA GARE,(+261) 20 22 611 12,
RESTAURANTS & BARS," 15, RUE REUNION ANTANANARIVO    ",kudeta@blueline.mg,LOUNGE BAR KUDETA,(+261) 202 22 81 54,www.cafetana.com    
PHOTOGRAPHS & FILMS, AVE EGLISE MAHAJANGA   ,espacetours@moov.mg,BOINA'S LAB,(+261) 206 22 42 80,
PHOTOGRAPHS & FILMS, IVANDRY ANTANANARIVO   ,bdcmad@moov.mg,BOURBON DIAZO,(+261) 202 24 27 93,
PHOTOGRAPHS & FILMS," 45, RUE RATSIMILAHO ANTANANARIVO    ",dmt@dmt.mg,DMT PHOTO,(+261) 32 04 694 70,
NATIONAL PARKS, BP. 1424 ANTANANARIVO    ,contact@angap.mg,ANGAP,(+261) 20 22 415 54 (+261) 20 22 415 39,
NATIONAL PARKS, BP. 563 ANTANANARIVO    ,reptel@moov.mg,CROC FARM,(+261) 20 22 007 15 (+261) 20 22 070 49,www.parcs-madagascar.com    
NATIONAL PARKS, RTE AMPEFY ANTANANARIVO    ,lemurspark@moov.mg,LEMURS'PARK,(+261) 20 22 234 36,
NATIONAL PARKS, BP. 1424 ANTANANARIVO 103    ,contact@madagascar.national.parks.mg,MADAGASCAR NATIONAL PARKS,(+261) 34 49 418 83,www.reptel.mg    
RESTAURANTS & BARS, AVARATRA ANTSIRABE   ,akanymihaja@freenet.mg,RESTAURANT AKANY MIHAJA,(+261) 204 40 51 62 (+261) 204 40 51 63,
RESTAURANTS & BARS, BP. 458 TOLIARY   ,,RESTAURANT AMBARY,(+261) 209 44 26 81,www.kudeta-madagascar.com    
RESTAURANTS & BARS, CITE AMPEFILOHA ANTANANARIVO   ,,RESTAURANT ANDA,(+261) 202 27 82 98,
RESTAURANTS & BARS, AMBODIVONA ANTANANARIVO   ,hotel.anjara@moov.mg,RESTAURANT ANJARA,(+261) 202 20 53 79,
RESTAURANTS & BARS, RTE AEROPORT ANTANANARIVO   ,,RESTAURANT au chateaubriand,(+261) 202 24 42 69,
PHOTOGRAPHS & FILMS," 29, AVE INDEPENDANCE ANTANANARIVO   ",kadoland@moov.mg,KADOLAND,(+261) 202 25 44 77 (+261) 202 25 44 04,http://dmtphoto.net/index.html    
PHOTOGRAPHS & FILMS, BP. 1199 ANTANANARIVO    ,yvanacker@mac.com,KIKA AGENCE,(+261) 202 22 78 60 (+261) 202 22 97 75,
PHOTOGRAPHS & FILMS, AVE RALAIMONGO ANTSIRABE   ,select@blueline.mg,LABO PHOTO SELECT,(+261) 204 44 85 65,
PHOTOGRAPHS & FILMS, BEHORIRIKA ANTANANARIVO   ,,LABO TECHNI CHROME,(+261) 202 23 08 50 (+261) 202 23 08 50,www.kikaphoto.com    
PHOTOGRAPHS & FILMS, BP. 1199 FINARANTSOA   ,pieromen@moov.mg,LABOMEN,(+261) 207 55 00 23 (+261) 207 55 05 53,
PHOTOGRAPHS & FILMS, ISORAKA ANTANANARIVO   ,forello@moov.mg,LUDO,(+261) 202 22 99 21,
PHOTOGRAPHS & FILMS, BP. 65 ANTANANARIVO   ,imaksim@romandie.com,MAKSIM LUCIEN,(+261) 202 23 36 55,
NATIONAL PARKS, RTE RAMENA ANTSIRANANA    ,infoking@moov.mg,PARC BOTANIQUE MILLE BAOBABS,(+261) 20 82 225 99,
NATIONAL PARKS, AMBODIOATRA ANTANANARIVO   ,,PARC GASIKARA,(+261) 20 22 255 52,www.lemurspark.com    
NATIONAL PARKS, BP. 563 ANTANANARIVO    ,reptel@moov.mg,REPTEL,(+261) 20 22 007 15 (+261) 20 22 070 49,
NIGHT CLUBS & DISCOTHEQUES, BP. 850 ANTANANARIVO   ,guruclub@yahoo.fr,GURU CLUB,(+261) 202 43 01 61,
NIGHT CLUBS & DISCOTHEQUES, RTE DE TANA ANTSIRABE   ,,HOTEL DIAMANT,(+261) 204 44 81 44,
ASSOCIATIONS, ALAROBIA AMBONILOHA ANTANANARIVO   ,contact.tolotsoa@gmail.com,ONG TOLOTSOA,(+261) 34 29 392 16,
ASSOCIATIONS, BP. 6062 ANTANANARIVO    ,resp.communication@vesosmad.org,SOS VILLAGES D'ENFANTS MADAGASCAR,(+261) 20 22 418 27,
ASSOCIATIONS, LOT III K 39 TER ANDAVAMAMBA ANJEZIKA I ANTANANARIVO   ,taratrafo@yahoo.ca,TARAT'AFO,(+261) 33 150 32 04,www.vesosmad.org    
ASSOCIATIONS, AMBANISARIKA AMBOVOMBE ANDROY   ,association.tsyresy@gmail.com,TSYRESY,(+261) 32 83 927 52,
"AGRICULTURAL, EQUIPMENTS & PRODUCTS", BP. 3884 ANTANANARIVO   ,,TECMACO,(+261) 202 23 37 54 (+261) 202 22 65 40,
"AGRICULTURAL, EQUIPMENTS & PRODUCTS", RUE DU MARCHE TULEAR CENTRE TULEAR   ,hasscia@gmail.com,TRANOMBAROTRA CELIA,(+261) 20 94 444 86 (+261) 20 94 444 86,
MASSAGES, LOT III F 158 ANTOHOMADINIKA CENTRE ANTANANARIVO   ,mamasera@gmail.com,SERAPHINE,(+261) 340 60 98 78,
AGRICULTURE," SAROPODY, TANJOMBATO ANTANANARIVO 102    ",contact@trimeta.mg,TRIMETA AGRO FOOD,(+261) 22 461 02,
AGRICULTURE, BP. 1156 101 ANTANANARIVO   ,valyagri@moov.mg,VALY AGRIDEVELOPPEMENT,(+261) 202 20 65 94,www.trimeta-agrofood.mg    
TOURIST AGENCIES, BP. 185 ANTSIRANANA    ,cap.nord.voyages@moov.mg,CAP NORD VOYAGES,(+261) 208 22 35 06 (+261) 208 22 32 90,
TOURIST AGENCIES, BP. 8766 ANTANANARIVO    ,chanela@relais-normand.mg,CHANELA TRAVEL'S & TOURS,(+261) 202 23 22 53 (+261) 202 23 84 76,www.cap-nord-voyages.com    
TOURIST AGENCIES," 25, RUE ZAFINDRAIDIKY ANTANANARIVO   ",cortezexpeditions@simicro.mg,CORTEZ EXPEDITIONS,(+261) 202 22 19 74 (+261) 202 22 13 40,
TOURIST AGENCIES, AMBODIMANGA ANTANANARIVO   ,cristaltours@netclub.mg,CRISTAL TOURS,(+261) 202 45 31 19 (+261) 202 45 31 19,www.ctt-madagascar.com    
TOURIST AGENCIES, BP. 563 ANTANANARIVO    ,reptel@moov.mg,CROC FARM,(+261) 202 20 07 15 (+261) 202 20 70 49,
TOURIST AGENCIES, IAV 269 ANTANANARIVO    ,desiretraveltours@gmail.com,DESIRE TRAVEL TOURS,(+261) 331 10 86 51,
TOURIST AGENCIES, LOT II S 44 ANJANAHARY ANTANANARIVO    ,info@dia.mg,DIA,(+261) 34 79 862 79,
TOURIST AGENCIES, AMBOHIDRATRIMO ANTANANARIVO   ,,DILAG TOURS,(+261) 202 24 87 80,www.reptel.mg    
TOURIST AGENCIES, BP. 12125 ANTANANARIVO    ,info@dodotravel.com,DODO TRAVEL & TOURS,(+261) 202 26 90 36 (+261) 202 22 57 05,
TOURIST AGENCIES, ANTANANARIVO   ,eagletour@moov.mg,EAGLE TOUR,(+261) 202 42 68 78,www.desire-travel.netii.net    
O.N.G & INTERNATIONAL ORGANIZATIONS, ANKERANA ANTANANARIVO   ,foretgtz@moov.mg,GTZ APPUI POLITIQUE FORESTIERE,(+261) 202 24 10 78 (+261) 202 24 10 78,
O.N.G & INTERNATIONAL ORGANIZATIONS, ANKADINDRAMAMY ANTANANARIVO   ,,GTZ PRODUITS TOXIQUES,(+261) 202 24 12 28 (+261) 202 24 12 28,
O.N.G & INTERNATIONAL ORGANIZATIONS, ANKERANA ANTANANARIVO   ,,GTZ PROJET POLFOR,(+261) 202 24 04 95 (+261) 202 24 10 78,
O.N.G & INTERNATIONAL ORGANIZATIONS," 12, RUE RADAMA ANTANANARIVO   ",santegtz.tana@moov.mg,GTZ SERVICE SANTE MAHAJANGA,(+261) 202 23 27 96 (+261) 202 23 27 96,www.intercooperation-mg.org    
O.N.G & INTERNATIONAL ORGANIZATIONS, BP. 3044 ANTANANARIVO    ,intercop@iris.mg,INTER COOPERATION,(+261) 202 26 12 05 (+261) 202 26 11 73,
LEISURES," 3, RUE RALAIMONGO ANTANANARIVO   ",,ACSA AMICALE CULTURELLE & SPORTIVE,(+261) 202 22 05 47,
LEISURES, BP. 165 ANTANANARIVO   ,dan.ymal@moov.mg,AERO CLUB DE TANANARIVE,(+261) 202 24 47 38 (+261) 202 24 53 65,
LEISURES, BP. 216 FORT DAUPHIN    ,ankoba@fortnet.net,ANKOBA,(+261) 209 22 15 15 (+261) 209 22 15 15,www.ankoba.com    
LEISURES," LOGT 420, CITE AMBOHIPO ANTANANARIVO    ",baobad.club@gmail.com,BAOBAD BADMINTON CLUB,(+261) 34 16 849 45,
LEISURES, FARAVOHITRA ANTANANARIVO   ,,BIBLIOTHEQUE ARCHIVES FJKM,(+261) 202 23 41 83,http://sites.google.com/site/baobadclub    
LEISURES, AVE ANALAKELY ANTANANARIVO   ,,BIBLIOTHEQUE MUNICIPALE,(+261) 202 22 11 76,
SHOPS," LOT 02 F130, ROUTE D'AMBOSITRA ANTSIRABE   ",tyttie17@gmail.com,ROJOHAINGO,(+261) 34 67 175 51,
SHOPS, BP. 4116 ANTANANARIVO   ,smad@moov.mg,SERVICE MAD,(+261) 202 20 83 83 (+261) 202 23 54 50,
SHOPS, AMBONDRONA ANTANANARIVO   ,,SMASH,(+261) 34 87 824 10,
LAUNDRIES & STEAM PRESSINGS, AMBODIFILAO ANTANANARIVO   ,,PRESSING ARC EN CIEL,(+261) 202 26 88 86,
LAUNDRIES & STEAM PRESSINGS, BP. 567 ANTANANARIVO    ,madeco@madecasse.mg,PRESSING MADECASSE,(+261) 202 22 24 08 (+261) 202 23 35 73,www.madecasse.mg    
TEAROOMS & ICE CREAM MAKER," 35, AVE INDEPENDANCE ANTANANARIVO   ",,LA POTINIERE,(+261) 202 22 33 54,
TEAROOMS & ICE CREAM MAKER, RTE DU PAPE ANTANANARIVO   ,,LE BILBOQUET,(+261) 202 33 22 28,
JEWELLERIES, ... MAJUNGA    ,contact@bijouteriebalara.com,BIJOUTERIE BALARA,(+261) 20 62 245 73,
JEWELLERIES, BP. 243 TOLAGNARO    ,lovlessguive@yahoo.fr,BIJOUTERIE BIJOU GUIVE,(+261) 20 92 215 82,www.bijouteriebalara.com    
JEWELLERIES," 14, RUE LAFAYETTE ANTSIRANANA   ",harshouyoguy@gmail.com,BIJOUTERIE BIJOU'LUX,(+261) 32 42 201 05,
JEWELLERIES," 63, RUE RATSIMILAHO ANTANANARIVO   ",,BIJOUTERIE GORDAN,(+261) 202 22 84 29,www.bijouguive.new.fr    
JEWELLERIES," 21, RATSIMILAHO ANTANANARIVO   ",hirjibijou@yahoo.com,BIJOUTERIE HIRJI,(+261) 20 22 258 24,
JEWELLERIES," GARE SOARANO, AVE INDEPENDANCE ANTANANARIVO    ",info@ivahona.com,BIJOUTERIE IVAHONA,(+261) 32 05 090 02,
JEWELLERIES, BP. 3440 ANTANANARIVO   ,jaint@simicro.com,BIJOUTERIE JAINTILAL K,(+261) 20 22 290 46 (+261) 20 22 316 97,
JEWELLERIES," 73, RUE COLBERT ANTSIRANANA DIEGOSUAREZ    ",kalidas.bijouterie@gmail.com,BIJOUTERIE KALIDAS,(+261) 32 04 316 07,www.ivahona.com    
JEWELLERIES, BP. 3440 ANTANANARIVO   ,jaint@simicro.mg,BIJOUTERIE KANJI,(+261) 202 22 86 84 (+261) 202 23 16 97,
JEWELLERIES," 72, AVE 26 JUIN ANTANANARIVO   ",,BIJOUTERIE MANILAL,(+261) 202 22 44 96,
SERVICES TO THE INDIVIDUALS & TO SOCIETIES, BUREAU N° 3 IMMEUBLE JACARANDA ANTANANARIVO    ,smarty@smarty-madagascar.net,SMARTY MADAGASCAR,(+261) 34 37 945 42,
SERVICES TO THE INDIVIDUALS & TO SOCIETIES, LOT VM 96 BIS F ANDRONDRAKELY ANTANANARIVO    ,srrexpress@gmail.com,SRR SERVICE,(+261) 34 20 136 03,www.smarty-madagascar.net    
SERVICES TO THE INDIVIDUALS & TO SOCIETIES, LOT II W 28 C AMPASANIMALO ANTANANARIVO   ,gfc.vestsecu@yahoo.fr,VESTA SECURITY,(+261) 20 22 317 87,
SERVICES TO THE INDIVIDUALS & TO SOCIETIES," LOT II A 86 BIS AA, AMPANDRANA OUEST ANTANANARIVO   ",visarstudiomadagascar@gmail.com,VISAR STUDIO MADAGASCAR,(+261) 34 40 590 30,www.srrexpress-85.webself.net    
HOTELS & INVESTMENTS, BP. 10 ANTANANARIVO    ,chezjeanne@moov.mg,HOTEL IVATO,(+261) 32 02 643 97,
RESTAURANTS & BARS, AMDOHARANOFOTSY ANTANANARIVO   ,,RESTAURANT AU RENDEZ VOUS CHASSEURS,(+261) 202 24 63 68,
RESTAURANTS & BARS, ANTANANARIVO   ,,RESTAURANT AUBERGE D'ALSACE,(+261) 202 24 46 56,
RESTAURANTS & BARS, BP. 489 TOLIARY   ,andrypetigvat@caramail.com,RESTAURANT AUBERGE DE LA TABLE,(+261) 320 26 00 15,www.cheval-blanc-madagascar.com    
RESTAURANTS & BARS," 35, BLD AUGAGNEUR TOAMASINA   ",,RESTAURANT AUBERGE DES ILES,(+261) 205 33 49 10,
RESTAURANTS & BARS, BP. 23 ANTANANARIVO    ,chevalblanc@moov.mg,RESTAURANT AUBERGE DU CHEVAL BLANC,(+261) 202 24 46 46 (+261) 202 24 51 94,
RESTAURANTS & BARS, BP. 167 ANTSIRABE   ,avanahotel2000@yahoo.fr,RESTAURANT AVANA,(+261) 204 44 92 98 (+261) 204 44 92 97,
RESTAURANTS & BARS, RTE AEROPORT ANTANANARIVO   ,azimute@moov.mg,RESTAURANT AZIMUTE,(+261) 202 24 51 35,www.baobabtour.com    
PHOTOGRAPHS & FILMS, ANDRAVOAHANGY ANTANANARIVO   ,milleniumgsm@yahoo.fr,MILLENIUM FUJIFILM,(+261) 03 31 10 67 89,
PHOTOGRAPHS & FILMS, TANAWATERFRONT AMBODIVONA ANTANANARIVO    ,contact@onjabe.com,ONJABE,(+261) 34 020 75 00,
PHOTOGRAPHS & FILMS," 15, RUE RATSIMILAHO ANTANANARIVO   ",,OPTICAM,(+261) 202 22 30 34,https://onjabe.com    
PHOTOGRAPHS & FILMS, RUE RAKETAMANGA ANTANANARIVO   ,,PHOTO ANNIE,(+261) 202 23 36 44,
PHOTOGRAPHS & FILMS, CENTRE COMMERCIAL LA CITY 3000 IVANDRY ANTANANARIVO    ,photocharifou@gmail.com,PHOTO CHARIFOU,(+261) 34 14 140 23,www.photocharifou.com    
PHOTOGRAPHS & FILMS," 15BIS, RUE LUMUMBA ANTANANARIVO   ",,PHOTO HOVA,(+261) 03 31 13 81 27 (+261) 202 22 19 56,
PHOTOGRAPHS & FILMS, ANTANINARENINA ANTANANARIVO   ,,PHOTORAMA,(+261) 202 23 39 86 (+261) 202 23 39 86,www.premiya.mg    
PHOTOGRAPHS & FILMS, MANJAKARAY ANTANANARIVO    ,hey@premiya.mg,PREMIYA,(+261) 34 11 100 00,
PHOTOGRAPHS & FILMS, ISORAKA ANTANANARIVO    ,contact@sarysmatik.org,SARYSMATIK,(+261) 34 97 916 93,www.sarysmatik.org    
PHOTOGRAPHS & FILMS, AMPASAMADINIKA ANTANANARIVO   ,smartsces@blueline.mg,SMART SERVICES,(+261) 202 26 83 51 (+261) 202 26 81 15,
HOTELS, HELL VILLE NOSY BE    ,abudhotel@yahoo.fr,HOTEL ABUD,(+261) 208 66 10 55 (+261) 208 66 15 08,
HOTELS," 17, RUE RATSIMILAHO ANTANANARIVO   ",,HOTEL AINA,(+261) 202 26 30 51,www.lk-oi.com/abudhotel    
HOTELS, BP. 202 NOSY BE    ,reservation@amarinahotel.com,HOTEL AMARINA,(+261) 208 69 21 28 (+261) 208 69 21 26,
HOTELS, BP. 458 TOLIARY   ,,HOTEL AMBARY,(+261) 209 44 26 81,www.amarinahotel.com    
HOTELS, BP. 1445 ANTANANARIVO   ,amigo@moov.mg,HOTEL AMIGO,(+261) 202 23 11 73 (+261) 202 26 22 03,
HOTELS, BP. 389 NOSY BE    ,andilana.booking@ventaglio.com,HOTEL ANDILANA BEACH,(+261) 208 66 34 60 (+261) 208 66 34 61,
HOTELS, AMBODIVONA ANTANANARIVO   ,hotel.anjara@moov.mg,HOTEL ANJARA,(+261) 202 20 53 79,www.ventaclub-andilana.com    
HOTELS, BP. 791 ANTANANARIVO    ,anjary-hotel@moov.mg,HOTEL ANJARY,(+261) 202 22 79 58 (+261) 202 22 34 18,
HOTELS, BP. 165 MAHAJANGA   ,anjaryhotel@moov.mg,HOTEL ANJARY,(+261) 206 22 37 98 (+261) 206 22 29 49,
HOTELS, TOMBOTSOA ANTSIRABE   ,korali@simicro.mg,HOTEL ANTSAHA,(+261) 204 40 50 02,www.anjary-hotel.com    
HIRING OF PLANES, BP. 3844 ANTANANARIVO    ,aeromarine@blueline.mg,AEROMARINE,(+261) 202 24 82 86 (+261) 202 25 80 26,
HIRING OF CARS, RUE V. HUGO TOAMASINA   ,,AMAZING GRACE TOUR,(+261) 205 33 01 52 (+261) 205 33 39 58,
HIRING OF CARS, AMBOHIMIRARY ANTANANARIVO   ,cfmi@moov.mg,AURAN MADAGASCAR,(+261) 202 45 48 98,
HIRING OF CARS, AEROPORT INTER. ANTANANARIVO   ,,AVIS,(+261) 202 24 80 64,
